city,state,month,year,supply_score,demand_score,median_listing_price_yy,median_days_on_market_yy,unique_viewers_per_property_yy,mortgage_rate,date,date_month_num,hotness_rank_yy,hotness_rank,class,city_state,latitude,longitude
altoona,pa,July,2021,74.69879518,67.9137603,0.034920635,-0.3617021279999999,0.441860465,2.18,2021-07-01,7,-6,295,0,"altoona, pa",40.520945,-78.408901
evansville,in,July,2021,92.26379201,79.83512999,0.020608811,-0.3972602739999999,0.351851852,2.18,2021-07-01,7,-34,99,0,"evansville, in",37.9746,-87.5674
dayton,oh,July,2021,87.31769182,51.99746354,0.179672131,-0.390243902,0.019607843,2.18,2021-07-01,7,-214,324,3,"dayton, oh",39.765396,-84.099802
greenville,ms,July,2021,2.7901078,17.81864299,0.032,-0.390728477,1.133333333,2.18,2021-07-01,7,57,1482,1,"greenville, ms",33.378737,-91.046793
el paso,tx,July,2021,31.83259353,6.911857958,0.146144994,-0.3629629629999999,0.3125,2.18,2021-07-01,7,-110,1384,1,"el paso, tx",31.758411,-106.478311
san jose,ca,July,2021,82.37159163,4.8192771080000005,0.023715415,-0.151515152,-0.052631579,2.18,2021-07-01,7,-291,968,3,"san jose, ca",37.3894,-121.8868
eau claire,wi,July,2021,42.23208624,33.10082435,0.09247583,-0.327586207,0.366666667,2.18,2021-07-01,7,-241,1089,1,"eau claire, wi",44.783972,-91.487686
sacramento,ca,July,2021,85.22511097,55.92897907,0.147776184,-0.3720930229999999,0.14893617,2.18,2021-07-01,7,-125,308,0,"sacramento, ca",38.5816,-121.4933
duluth,mn,July,2021,39.3785669,53.96322131,-0.092827004,-0.388059701,0.558823529,2.18,2021-07-01,7,12,878,2,"duluth, mn",47.094431,-91.846731
west plains,mo,July,2021,16.7406468,11.22384274,0.314285714,-0.504854369,1.0,2.18,2021-07-01,7,56,1444,1,"west plains, mo",36.728418,-91.871681
sidney,oh,July,2021,35.1934052,54.66074826,0.172735116,-0.348837209,0.125,2.18,2021-07-01,7,-352,935,2,"sidney, oh",40.287357,-84.162223
morristown,tn,July,2021,28.66201649,92.89790742,0.0034749029999999,-0.323076923,0.754716981,2.18,2021-07-01,7,-20,501,2,"morristown, tn",36.195672,-83.275519
atlanta,ga,July,2021,70.7038681,45.78313253,0.1786352269999999,-0.360824742,0.454545455,2.18,2021-07-01,7,-33,558,3,"atlanta, ga",33.749788,-84.31685
valdosta,ga,July,2021,31.83259353,20.41851617,0.140922768,-0.322834646,0.736842105,2.18,2021-07-01,7,-124,1301,1,"valdosta, ga",30.810578,-83.277166
bainbridge,ga,July,2021,4.8192771080000005,30.62777425,0.2709572739999999,-0.380753138,0.538461538,2.18,2021-07-01,7,-20,1401,1,"bainbridge, ga",30.9355,-84.5809
napa,ca,July,2021,18.4527584,17.18452758,0.104948805,-0.212598425,-0.0606060609999999,2.18,2021-07-01,7,-540,1400,1,"napa, ca",38.328137,-122.305518
muscatine,ia,July,2021,13.82371592,50.15852885,-0.096626644,-0.403314917,1.04,2.18,2021-07-01,7,126,1186,2,"muscatine, ia",41.430378,-91.050928
fort dodge,ia,July,2021,58.14838301,11.1604312,-0.072715143,-0.6174863389999999,1.166666667,2.18,2021-07-01,7,332,1140,3,"fort dodge, ia",42.508817,-94.180737
great falls,mt,July,2021,45.97336715,80.84971465,0.135984848,-0.428571429,0.947368421,2.18,2021-07-01,7,355,432,2,"great falls, mt",47.509812,-111.273397
new orleans,la,July,2021,45.97336715,46.22701332,0.09878452,-0.3559322029999999,0.142857143,2.18,2021-07-01,7,-337,896,2,"new orleans, la",29.963071,-90.160953
spearfish,sd,July,2021,35.1934052,65.94800254,0.192914809,-0.436241611,0.694444444,2.18,2021-07-01,7,190,767,2,"spearfish, sd",44.494625,-103.864962
walla walla,wa,July,2021,15.02853519,49.77805961,0.2096774189999999,0.238095238,0.416666667,2.18,2021-07-01,7,-852,1179,2,"walla walla, wa",46.061373,-118.331544
lexington,ky,July,2021,35.1934052,67.15282181,-0.054620607,-0.404255319,0.192307692,2.18,2021-07-01,7,-151,751,2,"lexington, ky",38.017394,-84.485423
jackson,oh,July,2021,7.863031072,28.85225111,0.192902982,-0.36,0.625,2.18,2021-07-01,7,-31,1392,1,"jackson, oh",39.042821,-82.647209
burlington,vt,July,2021,62.84083703,74.69879518,0.159363333,-0.534246575,0.7894736840000001,2.18,2021-07-01,7,550,338,0,"burlington, vt",44.484023,-73.219875
spokane,wa,July,2021,78.31325301,54.97780596,0.232062618,-0.553846154,0.5,2.18,2021-07-01,7,452,373,0,"spokane, wa",47.666485,-117.436527
allentown,pa,July,2021,93.97590361,67.97717185,-0.022373685,-0.25,0.016393443,2.18,2021-07-01,7,-137,163,0,"allentown, pa",40.602729,-75.470955
austin,tx,July,2021,97.97083069,35.82752061,0.461717277,-0.6,0.68,2.18,2021-07-01,7,202,364,3,"austin, tx",30.210692,-97.942749
lincoln,ne,July,2021,5.263157895,2.473050095,0.034885462,-0.076923077,0.0,2.18,2021-07-01,7,-125,1541,1,"lincoln, ne",40.8169,-96.7103
roanoke,va,July,2021,28.66201649,87.95180723,0.206130703,-0.2666666669999999,0.5660377360000001,2.18,2021-07-01,7,-153,555,2,"roanoke, va",37.2725,-79.953
fort smith,ar,July,2021,66.70894103,34.55928979,0.1006289309999999,-0.578947368,0.448275862,2.18,2021-07-01,7,377,765,3,"fort smith, ar",35.365272,-94.411035
rockford,il,July,2021,82.37159163,46.16360178,-0.067005399,-0.428571429,0.1707317069999999,2.18,2021-07-01,7,-63,414,3,"rockford, il",42.292233,-89.116118
memphis,tn,July,2021,26.506024100000005,96.13189601,0.174043511,-0.3382352939999999,0.842105263,2.18,2021-07-01,7,-7,489,2,"memphis, tn",35.0337,-89.9343
ottawa,il,July,2021,13.12618897,41.85161699,0.247553816,-0.112903226,0.642857143,2.18,2021-07-01,7,-293,1280,1,"ottawa, il",41.352619,-88.841589
san antonio,tx,July,2021,58.14838301,66.70894103,0.354011961,-0.44,0.90625,2.18,2021-07-01,7,406,449,2,"san antonio, tx",29.468525,-98.526352
baraboo,wi,July,2021,16.7406468,75.967026,0.01852538,-0.271428571,0.408163265,2.18,2021-07-01,7,-238,887,2,"baraboo, wi",43.482531,-89.746168
greensboro,nc,July,2021,62.84083703,63.91883323,-0.179104478,-0.398230088,0.638888889,2.18,2021-07-01,7,212,433,0,"greensboro, nc",36.0726,-79.792
san francisco,ca,July,2021,91.05897273,27.20355105,0.141428571,-0.333333333,-0.075,2.18,2021-07-01,7,-343,537,3,"san francisco, ca",37.775,-122.4183
frankfort,ky,July,2021,45.97336715,52.69499049,-0.058072701,-0.5,0.394736842,2.18,2021-07-01,7,122,811,2,"frankfort, ky",38.192831,-84.88061
fort morgan,co,July,2021,35.1934052,67.08941027,0.109941345,-0.25,1.137931034,2.18,2021-07-01,7,95,752,2,"fort morgan, co",40.254084,-103.803119
emporia,ks,July,2021,96.70259987,23.08180089,-0.42832618,-0.636363636,0.25,2.18,2021-07-01,7,217,520,3,"emporia, ks",38.418405,-96.187145
thomaston,ga,July,2021,42.23208624,24.09638554,0.316618547,-0.376,0.5,2.18,2021-07-01,7,-80,1164,1,"thomaston, ga",32.901534,-84.3324
terre haute,in,July,2021,42.23208624,93.59543437,0.056097561,-0.071428571,0.532258065,2.18,2021-07-01,7,-285,353,2,"terre haute, in",39.4667,-87.4068
iowa city,ia,July,2021,15.02853519,2.536461636,0.067690659,-0.240875912,0.3,2.18,2021-07-01,7,-154,1502,1,"iowa city, ia",41.654899,-91.511192
vincennes,in,July,2021,50.15852885,24.22320862,-0.149659864,-0.5978260870000001,0.44,2.18,2021-07-01,7,226,1100,3,"vincennes, in",38.67344,-87.509806
jacksonville,nc,July,2021,35.1934052,55.61192137,0.053344993,-0.282051282,1.076923077,2.18,2021-07-01,7,56,919,2,"jacksonville, nc",34.737456,-77.462815
houma,la,July,2021,6.4045656310000005,13.31642359,0.031446541,-0.381818182,0.8666666670000001,2.18,2021-07-01,7,6,1490,1,"houma, la",29.59433,-90.754808
paris,tn,July,2021,45.97336715,76.91819911,0.4329128439999999,-0.608247423,0.707317073,2.18,2021-07-01,7,533,484,2,"paris, tn",36.300519,-88.309328
little rock,ar,July,2021,96.70259987,78.56689918,0.068168576,-0.526315789,0.651162791,2.18,2021-07-01,7,89,76,0,"little rock, ar",34.748342,-92.281939
burlington,nc,July,2021,93.97590361,95.43436906,0.061799642,-0.424657534,0.545454545,2.18,2021-07-01,7,13,19,0,"burlington, nc",36.072011,-79.462152
kingsport,tn,July,2021,9.955611921,89.72733037,0.099411704,-0.477477477,1.073170732,2.18,2021-07-01,7,268,795,2,"kingsport, tn",36.552766,-82.554034
willmar,mn,July,2021,45.97336715,34.81293595,-0.0814022579999999,-0.333333333,0.5555555560000001,2.18,2021-07-01,7,-123,1041,3,"willmar, mn",45.139264,-95.052315
sedalia,mo,July,2021,87.31769182,39.94927077,-0.218496485,-0.541284404,0.4516129029999999,2.18,2021-07-01,7,318,427,3,"sedalia, mo",38.696076,-93.232268
colorado springs,co,July,2021,62.84083703,92.96131896,0.191429716,-0.298969072,0.788461538,2.18,2021-07-01,7,5,209,0,"colorado springs, co",38.8335,-104.8206
charlottesville,va,July,2021,42.23208624,50.28535193,-0.225373311,-0.59375,0.75862069,2.18,2021-07-01,7,363,890,2,"charlottesville, va",38.054752,-78.490869
kalamazoo,mi,July,2021,53.96322131,35.32022828,0.038555054,-0.265306122,0.5555555560000001,2.18,2021-07-01,7,-212,941,3,"kalamazoo, mi",42.273565,-85.545653
auburn,al,July,2021,45.97336715,11.73113507,0.150042481,-0.366666667,1.0,2.18,2021-07-01,7,-29,1255,1,"auburn, al",32.602043,-85.489001
greensburg,in,July,2021,50.15852885,59.67025999,0.035159444,-0.1956521739999999,-0.173913043,2.18,2021-07-01,7,-557,646,2,"greensburg, in",39.331223,-85.473532
gettysburg,pa,July,2021,28.66201649,83.63982245,0.151535381,-0.2,-0.012820513,2.18,2021-07-01,7,-421,610,2,"gettysburg, pa",39.832044,-77.222313
grand junction,co,July,2021,87.31769182,24.85732403,0.120128015,-0.606299213,0.44,2.18,2021-07-01,7,446,614,3,"grand junction, co",39.078326,-108.545692
orlando,fl,July,2021,39.3785669,52.12428662,0.1707643419999999,-0.467532468,1.6,2.18,2021-07-01,7,413,907,2,"orlando, fl",28.498821,-80.58248
los angeles,ca,July,2021,20.54533925,3.868103995,-0.023384091,-0.169491525,-0.1578947369999999,2.18,2021-07-01,7,-345,1465,1,"los angeles, ca",33.973093,-118.247896
blackfoot,id,July,2021,93.97590361,92.01014585,0.581818182,-0.538461538,0.2328767119999999,2.18,2021-07-01,7,47,30,0,"blackfoot, id",43.194327,-112.361545
cleveland,oh,July,2021,66.70894103,74.00126823,-0.076247689,-0.396226415,0.264150943,2.18,2021-07-01,7,-38,310,0,"cleveland, oh",41.4918,-81.6757
shelton,wa,July,2021,82.37159163,39.88585923,0.105398458,-0.282051282,0.5,2.18,2021-07-01,7,-66,493,3,"shelton, wa",47.20863,-123.072862
charleston,il,July,2021,20.54533925,34.62270133,-0.055555556,-0.406060606,0.75,2.18,2021-07-01,7,12,1277,1,"charleston, il",39.486933,-88.176115
bismarck,nd,July,2021,42.23208624,9.89220038,0.0338745239999999,-0.271028037,0.7857142859999999,2.18,2021-07-01,7,-190,1304,1,"bismarck, nd",46.823448,-100.774755
norwalk,oh,July,2021,41.15409004,85.09828789,0.218285714,-0.393939394,0.274193548,2.18,2021-07-01,7,-20,440,2,"norwalk, oh",41.240314,-82.60785
charlotte,nc,July,2021,89.22003805,91.6296766,0.006667538,-0.542857143,0.375,2.18,2021-07-01,7,160,50,0,"charlotte, nc",35.2269,-80.8433
oklahoma city,ok,July,2021,45.97336715,23.14521243,0.284124725,-0.4198473279999999,0.0606060609999999,2.18,2021-07-01,7,-238,1141,1,"oklahoma city, ok",35.3337,-97.4922
cleveland,tn,July,2021,53.96322131,82.37159163,-0.044263456,-0.25,0.3888888889999999,2.18,2021-07-01,7,-165,344,2,"cleveland, tn",35.131257,-84.875006
macon,ga,July,2021,9.004438808,54.47051363,-0.1882845189999999,0.290322581,0.7419354840000001,2.18,2021-07-01,7,-641,1192,2,"macon, ga",32.84386,-83.598686
kansas city,mo,July,2021,50.15852885,48.89029803,0.06791604,-0.288461538,0.020408163,2.18,2021-07-01,7,-496,805,2,"kansas city, mo",39.163189,-94.569882
lawrenceburg,tn,July,2021,89.22003805,51.23652505,0.272340426,-0.5555555560000001,0.677419355,2.18,2021-07-01,7,424,314,3,"lawrenceburg, tn",35.250668,-87.352582
poplar bluff,mo,July,2021,20.54533925,15.21876982,-0.101362862,-0.452513966,1.142857143,2.18,2021-07-01,7,48,1399,1,"poplar bluff, mo",36.766235,-90.416647
reno,nv,July,2021,74.69879518,39.3785669,0.112205579,-0.405940594,0.375,2.18,2021-07-01,7,4,598,3,"reno, nv",39.526812,-119.811275
glens falls,ny,July,2021,1.458465441,10.14584654,0.014785609,0.268101761,0.041666667,2.18,2021-07-01,7,-72,1523,1,"glens falls, ny",43.312539,-73.648816
wheeling,wv,July,2021,9.955611921,45.46607483,-0.064705882,-0.305389222,0.2,2.18,2021-07-01,7,-313,1274,1,"wheeling, wv",40.072736,-80.685126
selma,al,July,2021,3.931515536,5.326569436000001,0.211111111,-0.513513514,0.727272727,2.18,2021-07-01,7,27,1531,1,"selma, al",32.419719,-87.024527
rock springs,wy,July,2021,24.54026633,42.29549778,-0.036196188,-0.2459016389999999,0.7692307690000001,2.18,2021-07-01,7,-148,1158,1,"rock springs, wy",41.605957,-109.230047
harrisburg,pa,July,2021,45.97336715,96.06848446,0.024402147,-0.025641026,-0.139344262,2.18,2021-07-01,7,-285,301,2,"harrisburg, pa",40.261767,-76.883079
scranton,pa,July,2021,28.66201649,70.25998732,0.020774558,-0.362318841,0.333333333,2.18,2021-07-01,7,-171,808,2,"scranton, pa",41.3731,-75.6841
fredericksburg,tx,July,2021,70.7038681,43.81737476,0.127326565,-0.7102803740000001,0.740740741,2.18,2021-07-01,7,746,587,3,"fredericksburg, tx",30.281658,-98.879928
greenville,sc,July,2021,41.15409004,62.20672162,0.080216043,-0.316239316,1.0,2.18,2021-07-01,7,150,737,2,"greenville, sc",34.847165,-82.406049
dallas,tx,July,2021,82.37159163,41.40773621,0.105703903,-0.363636364,0.363636364,2.18,2021-07-01,7,-51,472,3,"dallas, tx",32.996848,-96.792113
myrtle beach,sc,July,2021,42.23208624,37.66645529,0.3964151729999999,-0.626794258,2.071428571,2.18,2021-07-01,7,430,1049,1,"myrtle beach, sc",33.758701,-78.804448
